Sr.#,District,Tehsil,Markaz,EMIS,"School Name","Male Baseline","Male Current","Male Target","Female Baseline","Female Current","Female Target","Total Baseline","Total Current","Total Target","Achievement %"
39072,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - FEMALE",31310787,"GGPS GULOO DE JAH",31,34,34,43,47,47,74,81,81,100%
39073,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - FEMALE",31310625,"GGPS KHAN DI WAHI",0,0,0,0,0,0,0,0,0,0%
39074,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - FEMALE",31310411,"GGPS MOTAN WALA",0,0,0,0,0,0,0,0,0,0%
39075,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - FEMALE",31310410,"GGPS MUD JEWAN",46,49,49,41,44,44,87,93,93,100%
39076,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - FEMALE",31310603,"GGPS SHAH MUHAMMAD MARAL",0,0,0,188,204,204,188,204,204,100%
39077,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - FEMALE",31310604,"GMPS BASTI PATHANA (After Noon)",45,60,60,55,70,73,100,130,133,90.9%
39078,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - FEMALE",31310585,"GMPS CHAK 22/P",0,0,0,0,0,0,0,0,0,0%
39079,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310291,"GES MUD BHOORA ",301,325,331,0,0,0,301,325,331,80%
39080,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310660,"GMMS GHULAM NABI BHAND",0,0,0,0,0,0,0,0,0,0%
39081,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310145,"GPS BAHADUR PEER",0,0,0,0,0,0,0,0,0,0%
39082,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310124,"GPS BUTTA SHAKHAN MOUZA GHUNIA ",0,0,0,0,0,0,0,0,0,0%
39083,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310770,"GPS CHAK NO 136/1-L",60,75,69,65,68,75,125,143,144,94.7%
39084,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310764,"GPS CHAK NO 21 P",74,83,78,47,48,49,121,131,127,100%
39085,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310324,"GPS CHAK NO. 134/1-L",0,0,0,0,0,0,0,0,0,0%
39086,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310273,"GPS CHAK NO. 135/1-L (After Noon)",121,127,141,88,101,102,209,228,243,55.9%
39087,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310313,"GPS CHAK NO. 9/P",118,123,145,11,15,13,129,138,158,31%
39088,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310290,"GPS CHAK NO.10/P ",77,98,95,49,58,61,126,156,156,100%
39089,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310289,"GPS CHANAN PUNANN",98,91,109,23,30,25,121,121,134,0%
39090,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310276,"GPS GHULAM ALI MARIL",0,0,0,0,0,0,0,0,0,0%
39091,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310287,"GPS MUDSHAADU BHAGO-O-BAHAR (PSSP)",0,0,0,0,0,0,0,0,0,0%
39092,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310146,"GPS QABOOL WALA",25,39,34,25,29,34,50,68,68,100%
39093,"RAHIMYAR KHAN",KHANPUR,"MUD BHOORA - MALE",31310297,"GPS TIBI FAZIAL WALA ",83,76,91,44,54,48,127,130,139,25%
39094,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310397,"GGES 108/NP",40,56,51,127,155,161,167,211,212,97.8%
39095,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310399,"GGPS BASTI BHUTIAN",0,0,0,0,0,0,0,0,0,0%
39096,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310782,"GGPS BASTI SHAH DIN",0,0,0,0,0,0,0,0,0,0%
39097,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310781,"GGPS CHAK NO 107/NP",0,0,0,0,0,0,0,0,0,0%
39098,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310366,"GGPS CHAK NO. 106 NP",49,51,52,49,56,52,98,107,104,100%
39099,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310351,"GGPS CHAK NO. 112/NP",48,54,54,33,34,37,81,88,91,70%
39100,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310367,"GGPS CHAK NO.104/NP-I",20,23,24,9,12,11,29,35,35,100%
39101,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310368,"GGPS CHAK NO.104/NP-II",0,0,0,0,0,0,0,0,0,0%
39102,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310348,"GGPS GADOLA (PSSP)",0,0,0,0,0,0,0,0,0,0%
39103,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310363,"GGPS HASSAN ABAD (PSSP)",0,0,0,0,0,0,0,0,0,0%
39104,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310370,"GGPS JHORAN",0,0,0,0,0,0,0,0,0,0%
39105,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310365,"GGPS KALO Mouza MORI",0,0,0,0,0,0,0,0,0,0%
39106,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310373,"GGPS MURRI THUL",26,42,31,82,86,97,108,128,128,100%
39107,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - FEMALE",31310389,"GGPS SADIQ PUR",0,0,0,0,0,0,0,0,0,0%
39108,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310050,"GES BENGLAW NAWAN KOT",142,139,197,50,52,69,192,191,266,0%
39109,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310054,"GES HALIMABAD",70,76,99,53,62,75,123,138,174,29.4%
39110,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310852,"GMMS DARBAR HAMDIA",0,0,0,0,0,0,0,0,0,0%
39111,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310843,"GPS AOWBHATA",72,70,89,49,57,61,121,127,150,20.7%
39112,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310116,"GPS CHAK 102/NP",0,0,0,0,0,0,0,0,0,0%
39113,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310133,"GPS FARID ABAD",55,58,59,48,52,51,103,110,110,100%
39114,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310693,"GPS GHANGLA ",98,105,105,103,100,111,201,205,216,26.7%
39115,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310193,"GPS JHORAN",111,118,120,61,71,66,172,189,186,100%
39116,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310127,"GPS KACHI JAMAL KALIM ABAD (After Noon)",94,89,99,65,56,68,159,145,167,0%
39117,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310191,"GPS KOT SHAHAN",117,118,123,89,92,94,206,210,217,36.4%
39118,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310208,"GPS KOTLA JUMAN SHAH",68,70,72,56,57,60,124,127,132,37.5%
39119,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310107,"GPS LARAN BASTI REHMANIA",0,0,0,0,0,0,0,0,0,0%
39120,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310135,"GPS MALIK AKKO",0,0,0,0,0,0,0,0,0,0%
39121,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT - MALE",31310654,"GTS BHATTIAN",0,0,0,0,0,0,0,0,0,0%
39122,"RAHIMYAR KHAN",KHANPUR,"NAWAN KOT KHANPUR",31310181,"GPS HAJI KAREEM BAKHSH",0,0,0,0,0,0,0,0,0,0%
39123,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310443,"GGES 17/P",4,22,6,121,148,171,125,170,177,86.5%
39124,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310073,"GGES CHAK NO. 8/P",102,119,125,129,158,157,231,277,282,90.2%
39125,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310425,"GGPS AMIR BUKHSH",46,48,49,67,74,72,113,122,121,100%
39126,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310430,"GGPS BASTI GHULAM HAIDER NO. 1",90,97,99,64,72,70,154,169,169,100%
39127,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310428,"GGPS BASTI GHULAM SARWAR",54,59,58,97,102,103,151,161,161,100%
39128,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310438,"GGPS BASTI GUNYUAN ",44,54,48,67,67,73,111,121,121,100%
39129,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310420,"GGPS CHAK 3/P",65,69,69,70,74,74,135,143,143,100%
39130,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310453,"GGPS CHAK NO.5/P-I",26,39,40,14,31,21,40,70,61,100%
39131,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310442,"GGPS CHAK NO.5/P-II",50,55,52,82,84,86,132,139,138,100%
39132,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310341,"GGPS KARIM ABAD",55,60,59,69,74,74,124,134,133,100%
39133,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310441,"GGPS KURSHEED ABAD",60,64,63,73,75,76,133,139,139,100%
39134,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310431,"GGPS MONI THAL",61,52,65,59,56,63,120,108,128,0%
39135,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310440,"GGPS NEEL GARH",40,49,43,80,80,86,120,129,129,100%
39136,"RAHIMYAR KHAN",KHANPUR,"NEEL GARH-FEMALE",31310352,"GGPS PIRHARAN",35,46,39,88,91,98,123,137,137,100%
39137,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310066,"GES CHAK NO 131-32/1-L",193,194,229,76,78,90,269,272,319,6%
39138,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310061,"GES CHAK NO 63/P",127,129,159,0,0,0,127,129,159,6.3%
39139,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310763,"GPS ABDULLAH THARI",77,81,81,46,45,49,123,126,130,42.9%
39140,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310235,"GPS ARSHAD ABAD",0,0,0,0,0,0,0,0,0,0%
39141,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310257,"GPS CHAK NO 62 P",0,0,0,0,0,0,0,0,0,0%
39142,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310258,"GPS CHAK NO 65 P",51,57,57,49,50,55,100,107,112,58.3%
39143,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310307,"GPS CHAK NO. 34/P",0,0,0,0,0,0,0,0,0,0%
39144,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310271,"GPS CHAK NO. 94/1-L",76,67,84,31,28,34,107,95,118,0%
39145,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310270,"GPS DERA GHULAM DIN CHAK NO. 95/I-L (After Noon)",140,141,153,122,132,134,262,273,287,44%
39146,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310319,"GPS MOADIB BASTI SHEIKHAN",75,82,88,37,51,43,112,133,131,100%
39147,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310321,"GPS MOADIB MUD ILYAS",0,0,0,0,0,0,0,0,0,0%
39148,"RAHIMYAR KHAN",KHANPUR,"NOOR WAH-MALE",31310262,"GPS MOUSA WALA",108,111,120,0,0,0,108,111,120,25%
39149,"RAHIMYAR KHAN",KHANPUR,"SADAR B KPR - FEMALE",31310345,"GGPS Basti Abdul Qadir BTM KHANPUR",0,0,0,0,0,0,0,0,0,0%
39150,"RAHIMYAR KHAN",KHANPUR,"SADAR B KPR - FEMALE",31310374,"GGPS GHOTIA (PSSP)",0,0,0,0,0,0,0,0,0,0%
39151,"RAHIMYAR KHAN",KHANPUR,"SADAR B KPR - FEMALE",31310380,"GGPS LALOO KHAN KHUSHK SABRI TOWN (PSSP)",0,0,0,0,0,0,0,0,0,0%
39152,"RAHIMYAR KHAN",KHANPUR,"SADAR B KPR - FEMALE",31310335,"GGPS Noor Ahmad Doble",0,0,0,0,0,0,0,0,0,0%
39153,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310072,"GGES MOUZA KHAN PUR MANZOOR COLONY",1,0,1,420,442,460,421,442,461,52.5%
39154,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310354,"GGPS BASTI HAJI BAKHO KHAN",60,64,63,68,77,71,128,141,134,100%
39155,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310343,"GGPS DIN PUR COLONY",50,56,54,63,64,68,113,120,122,77.8%
39156,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310337,"GGPS DOBLE FAREED",88,95,95,100,109,107,188,204,202,100%
39157,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310340,"GGPS GULSHAN ALTAF IRRIGATION COLONY",75,84,85,108,123,122,183,207,207,100%
39158,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310810,"GGPS HAKRA",120,137,137,102,119,116,222,256,253,100%
39159,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310342,"GGPS KHAN PUR DEH (PSSP)",0,0,0,0,0,0,0,0,0,0%
39160,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310355,"GGPS LALOO MATHA ARRAIN",62,70,67,97,106,106,159,176,173,100%
39161,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310785,"GGPS LASHKARI ",80,97,86,165,175,177,245,272,263,100%
39162,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310862,"GGPS MC FACTORY AREA",0,0,0,0,0,0,0,0,0,0%
39163,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310346,"GGPS MODEL TOWN",32,58,36,269,271,301,301,329,337,77.8%
39164,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310344,"GGPS RIND BULUCH",54,64,59,45,45,49,99,109,108,100%
39165,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310861,"GGPS UNION C KHAN PUR",0,0,0,0,0,0,0,0,0,0%
39166,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - FEMALE",31310331,"GGPS WAPDA COLONY (After Noon)",93,104,102,186,197,203,279,301,305,84.6%
39167,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310811,"GES HALQA NO 4",176,171,211,33,40,40,209,211,251,4.8%
39168,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310820,"GPS 116/P",83,81,92,74,86,82,157,167,174,58.8%
39169,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310314,"GPS ABDULLAH KHAN",0,0,0,0,0,0,0,0,0,0%
39170,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310165,"GPS CHAH NASRULLAH",80,79,90,85,86,96,165,165,186,0%
39171,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310102,"GPS CHAK 109/NP JAMAL ABAD",364,318,410,38,34,43,402,352,453,0%
39172,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310100,"GPS CHAK 13/NP BASTI THAHEEMA KHANPUR",465,460,491,4,4,4,469,464,495,0%
39173,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310104,"GPS GHALA MANDI KHAN PUR",83,87,93,39,36,43,122,123,136,7.1%
39174,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310117,"GPS HAKRA",115,109,145,78,77,98,193,186,243,0%
39175,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310101,"GPS LOW INCOME SCHEME BASTI WAJID ABAD",48,46,62,56,46,72,104,92,134,0%
39176,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310099,"GPS MC ARBIA MODDIB MOHALLA ISLAM NAGAR",181,186,196,82,78,89,263,264,285,4.5%
39177,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310098,"GPS MC HALQA NO 1",220,203,254,3,27,3,223,230,257,20.6%
39178,"RAHIMYAR KHAN",KHANPUR,"SADAR KPR - MALE",31310830,"GPS RAHIM ABAD",199,194,223,13,18,15,212,212,238,0%
39179,"RAHIMYAR KHAN",KHANPUR,"SADDAR B KHANPUR",31320206,"GPS CHAK 49/A",0,0,0,0,0,0,0,0,0,0%
39180,"RAHIMYAR KHAN",KHANPUR,"SADDAR B KHANPUR",31320199,"GPS CHAK 6/A",0,0,0,0,0,0,0,0,0,0%
39181,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310087,"GGHS 121/1-L",56,60,60,435,452,469,491,512,529,55.3%
39182,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310379,"GGHS BASTI PANWARAN",9,33,11,304,350,378,313,383,389,92.1%
39183,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310088,"GGHS BASTI SHAIR MUHAMMAD",12,17,13,352,349,385,364,366,398,5.9%
39184,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310031,"GGHS CHACHRAN SHARIF",0,0,0,257,258,322,257,258,322,1.5%
39185,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310091,"GGHS CHAK 109/1-L",86,87,94,420,433,458,506,520,552,30.4%
39186,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310791,"GGHS CHAK NO. 111/NP",9,20,11,173,171,219,182,191,230,18.8%
39187,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310032,"GGHS CHAK NO. 31/P BAGHO BAHAR",40,43,49,651,703,794,691,746,843,36.2%
39188,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310034,"GGHS CHAK NO. 45/P",54,71,66,398,389,489,452,460,555,7.8%
39189,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310033,"GGHS CHAK NO. 7/P",18,24,21,497,485,569,515,509,590,0%
39190,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310804,"GGHS CHAK NO. 9/P",16,24,19,333,330,400,349,354,419,7.1%
39191,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310030,"GGHS FATEH PUR KAMAL",0,0,0,622,625,686,622,625,686,4.7%
39192,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310078,"GGHS GHARHI IKHTIAR KHAN",28,36,30,708,749,756,736,785,786,98%
39193,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310333,"GGHS GHARIB ABAD",0,0,0,717,762,786,717,763,786,66.7%
39194,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310029,"GGHS JAJJAH ABBASIAN",47,46,51,636,677,697,683,723,748,61.5%
39195,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310793,"GGHS JAMAL ABAD",0,0,0,512,547,547,512,547,547,100%
39196,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310919,"GGHS JHORAN",72,90,87,196,214,236,268,304,323,65.5%
39197,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310860,"GGHS JUNIOR MODEL KHANPUR",64,64,69,618,628,664,682,692,733,19.6%
39198,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310081,"GGHS KOTLA PATHAN",27,40,32,407,402,480,434,442,512,10.3%
39199,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310080,"GGHS KOTLI MURAD",0,0,0,502,501,547,502,501,547,0%
39200,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310796,"GGHS LOW INCOME SCHEME KHANPUR",4,6,5,1386,1524,1611,1390,1530,1616,61.9%
39201,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310563,"GGHS MOUSA KANJOO",0,0,0,410,418,472,410,418,472,12.9%
39202,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310618,"GGHS MUD BHOORA",0,0,0,377,392,443,377,392,443,22.7%
39203,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310528,"GGHS MUD RAHIM",83,97,100,208,211,250,291,308,350,28.8%
39204,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310336,"GGHS RAHIM ABAD NO. 1",2,1,2,1133,1156,1217,1135,1158,1219,27.4%
39205,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310818,"GGHS RAILWAY COLONY KHANPUR",26,34,29,703,698,788,729,732,817,3.4%
39206,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310084,"GGHS SEHJA",24,16,27,741,739,821,765,755,848,0%
39207,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310817,"GGHSS CHAK NO. 1/P",18,21,22,547,591,673,565,612,695,36.2%
39208,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310917,"GGHSS MODEL",2,2,2,2410,2560,2494,2412,2562,2496,100%
39209,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310074,"GGHSS NAWAN KOT",0,0,0,541,552,600,541,552,600,18.6%
39210,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310831,"GGHSS ZAHIR PIR",38,58,39,968,970,1001,1006,1028,1040,64.7%
39211,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310023,"GHS BAGH-O-BAHAR",453,478,478,2,2,2,455,480,480,100%
39212,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310008,"GHS BASTI AZIM SHAH",474,501,533,216,210,243,690,711,776,24.4%
39213,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310065,"GHS BASTI KHAN MUHAMMAD",234,247,253,0,0,0,234,247,253,68.4%
39214,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310059,"GHS BASTI SHAH MUHAMMAD",179,178,185,64,74,66,243,252,251,100%
39215,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310829,"GHS BLOCK NO. 6 KHANPUR",324,355,354,0,0,0,324,355,354,100%
39216,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310003,"GHS CANAL COLONY",985,991,1207,3,3,4,988,994,1211,2.7%
39217,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310918,"GHS CHACHRAN SHARIF",306,317,391,48,45,61,354,362,452,8.2%
39218,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310006,"GHS CHAK 1/P JETHA BHUTTA",557,557,638,0,1,0,557,558,638,1.2%
39219,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310024,"GHS CHAK 103/1-L",343,378,455,4,3,5,347,381,460,30.1%
39220,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310018,"GHS CHAK 111 NP",189,199,245,7,10,9,196,209,254,22.4%
39221,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310067,"GHS CHAK NO 128/1-L",251,253,313,0,5,0,251,258,313,11.3%
39222,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310053,"GHS CHAK NO 7/P KHANPUR",568,574,633,53,56,59,621,630,692,12.7%
39223,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310020,"GHS CHAK NO 94 NP",239,258,273,84,100,96,323,358,369,76.1%
39224,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310026,"GHS CHAK NO. 109/1-L",301,339,370,11,19,14,312,358,384,63.9%
39225,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310025,"GHS CHAK NO. 23/P",289,300,298,21,21,22,310,321,320,100%
39226,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310041,"GHS CHAK NO. 60/P KHANPUR",350,357,364,33,33,34,383,390,398,46.7%
39227,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310049,"GHS DESHTIAN",196,177,208,150,151,159,346,329,367,0%
39228,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310040,"GHS DINPUR SHARIF",219,250,280,12,18,15,231,268,295,57.8%
39229,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310046,"GHS FAREED NAGAR",235,249,259,0,11,0,235,260,259,100%
39230,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310011,"GHS FATEH PUR KAMAL",499,510,631,0,0,0,499,510,631,8.3%
39231,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310007,"GHS GARHI IKHTIAR KHAN",579,613,612,35,40,37,614,653,649,100%
39232,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310012,"GHS GHAZI PUR",369,394,394,1,1,1,370,395,395,100%
39233,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310013,"GHS GHOUS PUR",460,471,483,3,8,3,463,479,486,69.6%
39234,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310015,"GHS JAJJA ABBASIAN",628,646,764,5,9,6,633,655,770,16.1%
39235,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310058,"GHS JAM PUR",196,213,212,215,212,233,411,425,445,41.2%
39236,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310036,"GHS JETHA BHUTTA KHAN PUR",340,400,399,0,1,0,340,401,399,100%
39237,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310019,"GHS KOTLA PATHAN",409,431,434,7,11,7,416,442,441,100%
39238,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310014,"GHS KOTLI MURAD",410,435,430,0,0,0,410,435,430,100%
39239,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310131,"GHS MOADIB SHEIKH ABDUL SATTAR",336,342,344,11,15,11,347,357,355,100%
39240,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310002,"GHS MODEL ",1681,1743,2124,1,1,1,1682,1744,2125,14%
39241,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310005,"GHS MOEEN ABAD",329,326,399,85,91,103,414,417,502,3.4%
39242,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310010,"GHS MUD MANGLA",261,293,357,94,108,129,355,401,486,35.1%
39243,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310009,"GHS NAWAIN ARIAN",407,411,474,0,0,0,407,411,474,6%
39244,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310017,"GHS NAWAN KOT",562,556,623,19,21,21,581,577,644,0%
39245,"RAHIMYAR KHAN",KHANPUR,SECONDARY-WING,31310042,"GHS PEERA BALUCH",149,174,214,94,109,135,243,283,349,37.7%
